age,job,marital,education,balance,housing,duration,campaign,approval
31,technician,divorced,second,182,yes,146,1,no
34,management,single,third,0,no,191,2,no
44,technician,married,third,1707,no,406,3,no
35,technician,married,second,13658,yes,218,2,no
39,admin.,married,second,406,no,253,5,no
55,services,married,second,96,no,340,2,no
34,housemaid,married,second,0,yes,154,1,yes
39,technician,married,third,276,no,121,4,no
58,retired,married,second,413,no,104,5,no
37,bluecollar,married,first,655,yes,127,2,no
56,retired,divorced,first,694,no,144,1,yes
32,admin.,single,second,10218,yes,149,2,no
41,technician,single,third,1646,yes,261,1,yes
29,admin.,single,third,14,no,87,1,no
44,management,married,third,7635,no,719,5,no
24,bluecollar,married,second,9,yes,292,7,no
23,management,single,second,1029,yes,145,1,no
26,admin.,married,third,2855,no,52,3,no
39,admin.,married,second,260,yes,146,1,no
49,bluecollar,married,second,1839,yes,451,1,yes
52,bluecollar,divorced,first,97,yes,167,4,no
63,bluecollar,married,third,1465,no,98,4,no
60,bluecollar,married,second,125,yes,238,2,no
32,technician,single,third,960,no,85,7,no
27,management,single,third,0,yes,323,4,no
58,bluecollar,married,first,73,no,116,1,no
46,retired,married,first,35,yes,604,3,no
28,management,single,third,1351,no,267,1,no
39,services,married,first,1601,yes,181,2,no
41,services,married,unknown,88,yes,105,1,no
38,services,married,second,235,yes,193,2,no
50,unemployed,divorced,second,717,yes,113,1,no
56,services,married,second,705,yes,151,2,no
34,technician,married,second,1553,no,180,2,no
63,bluecollar,divorced,second,131,yes,145,1,no
61,technician,married,second,1191,no,214,4,yes
36,admin.,single,second,47,no,36,6,no
34,technician,married,third,544,yes,58,2,no
36,bluecollar,married,second,688,yes,174,2,no
45,management,married,third,242,no,587,1,yes
27,student,single,third,118,no,112,1,no
45,admin.,married,second,388,yes,175,2,no
40,selfemployed,married,third,1603,no,279,1,no
36,management,single,second,1511,yes,270,1,yes
46,bluecollar,married,first,147,yes,116,2,no
37,entrepreneur,married,third,836,yes,129,2,no
36,technician,married,second,55,yes,38,2,no
37,admin.,married,second,1123,no,138,1,no
22,student,single,third,691,no,638,1,yes
51,services,,second,0,no,565,3,no
49,technician,married,second,12531,no,77,8,no
35,management,married,third,552,yes,314,2,no
50,housemaid,married,first,0,no,179,2,no
31,services,married,third,609,yes,294,1,no
47,services,single,second,63,yes,298,1,no
59,bluecollar,married,second,681,yes,427,2,no
32,bluecollar,married,second,1787,yes,87,4,no
71,retired,married,third,14218,yes,397,1,yes
31,management,single,third,12569,no,344,1,yes
41,bluecollar,married,first,4,no,74,5,no
35,bluecollar,married,first,3587,yes,148,4,no
36,management,married,third,254,no,161,3,no
46,bluecollar,divorced,first,1712,no,110,1,no
46,bluecollar,married,second,4855,yes,1529,1,no
47,technician,married,third,2408,no,236,1,no
35,management,single,third,252,yes,89,2,no
37,bluecollar,married,second,346,yes,390,1,no
56,admin.,married,second,45,no,1467,1,yes
46,admin.,married,second,556,yes,646,3,yes
44,management,divorced,third,710,yes,183,1,no
48,technician,single,third,551,yes,168,2,no
28,bluecollar,single,second,56,yes,66,1,no
38,entrepreneur,married,third,1514,no,160,3,no
34,management,single,third,178,yes,14,2,no
56,technician,married,second,359,yes,218,4,no
55,retired,divorced,second,1580,no,1007,1,yes
44,bluecollar,divorced,second,221,no,149,13,no
38,technician,married,third,1161,yes,665,1,no
53,retired,married,second,1278,yes,174,3,no
41,admin.,single,third,982,no,105,1,no
34,technician,single,second,16,no,990,1,yes
34,management,single,third,1,no,582,1,no
35,services,married,second,128,yes,136,1,no
638,entrepreneur,single,second,2523,no,223,1,yes
42,entrepreneur,married,third,41845,no,185,2,no
56,bluecollar,married,first,828,yes,214,1,no
37,management,divorced,third,0,yes,217,6,no
47,housemaid,married,second,3940,yes,171,2,no
29,bluecollar,married,second,125,yes,50,1,no
41,management,married,third,140,yes,65,3,no
23,technician,single,second,593,yes,55,1,no
38,selfemployed,married,second,746,no,256,3,no
31,technician,married,second,589,yes,151,1,no
32,management,single,third,2323,no,226,1,no
40,management,married,third,294,yes,97,5,no
45,admin.,married,second,644,no,92,1,no
23,management,married,second,26,yes,323,1,no
27,services,single,second,6354,yes,493,5,no
63,management,single,third,23,no,216,3,no
37,admin.,married,second,7,yes,224,7,no
60,admin.,married,second,3735,no,190,1,yes
51,selfemployed,married,unknown,1894,no,458,6,yes
44,bluecollar,married,second,508,yes,222,1,no
48,management,married,unknown,0,yes,612,1,no
57,bluecollar,married,first,93,yes,137,1,no
29,technician,single,third,0,yes,104,2,no
50,services,married,second,26394,no,186,4,no
36,services,married,second,11,yes,172,28,no
49,technician,married,third,523,yes,152,2,yes
49,technician,married,second,74,yes,114,1,no
35,management,married,third,0,no,89,1,no
39,technician,single,second,122,yes,158,1,no
34,bluecollar,married,first,351,no,326,11,no
57,selfemployed,married,second,35,no,215,3,no
37,technician,divorced,second,2610,yes,53,1,no
25,services,single,second,64,no,71,11,no
23,bluecollar,married,first,60,no,487,2,no
37,bluecollar,married,second,342,yes,340,2,no
36,bluecollar,single,third,1860,no,183,1,no
49,management,divorced,third,1904,no,131,2,no
38,management,single,third,16957,yes,188,1,no
39,management,divorced,third,26,no,311,5,no
40,management,married,third,0,no,147,1,yes
34,admin.,married,second,79,yes,83,1,no
39,bluecollar,married,first,2603,yes,775,3,yes
53,bluecollar,married,second,65,no,25,18,no
44,management,married,third,632,yes,497,5,no
32,technician,divorced,second,399,yes,180,1,no
50,technician,divorced,second,54,yes,698,2,yes
29,services,married,first,102,no,134,1,no
55,unemployed,married,third,4809,yes,223,2,no
73,retired,married,first,279,no,399,3,yes
52,technician,married,second,11,yes,418,1,no
49,services,married,second,2181,yes,263,3,no
63,retired,married,first,8044,no,702,1,no
34,admin.,married,second,2374,yes,161,1,yes
32,admin.,single,second,92,yes,110,1,no
49,housemaid,married,third,423,no,27,6,no
40,bluecollar,married,first,1397,yes,58,2,no
53,entrepreneur,married,unknown,7,no,68,1,no
53,technician,married,third,3177,no,92,2,no
23,bluecollar,married,first,232,no,45,1,no
35,management,single,second,81,yes,79,1,no
35,services,single,second,414,yes,11,5,no
25,student,single,third,1463,yes,518,1,no
31,technician,single,unknown,187,no,86,1,no
48,management,married,third,0,no,16,16,no
40,housemaid,married,second,4610,no,154,2,no
46,bluecollar,married,first,1429,yes,91,1,no
60,services,single,second,634,no,389,2,no
47,services,married,second,2,no,71,15,no
23,services,single,second,500,yes,111,3,no
29,technician,married,third,23,yes,68,2,no
38,technician,married,second,4060,yes,75,2,no
56,housemaid,married,first,606,no,212,1,no
52,admin.,married,second,0,no,91,2,no
55,retired,married,second,168,no,79,2,no
23,entrepreneur,married,third,210,no,646,2,no
34,bluecollar,married,second,518,yes,186,1,no
23,management,single,third,1696,yes,257,1,yes
55,services,married,second,31,no,81,2,no
34,bluecollar,married,second,856,yes,470,1,no
34,management,single,third,318,yes,163,2,no
23,selfemployed,married,third,64,no,260,2,no
39,bluecollar,married,first,800,yes,76,6,no
39,technician,single,unknown,75,no,26,1,no
34,technician,single,second,347,yes,154,2,no
55,management,married,third,2366,yes,94,4,no
67,retired,married,third,701,no,254,2,yes
34,entrepreneur,married,third,475,yes,1156,1,no
47,bluecollar,married,second,3285,no,248,5,no
63,bluecollar,married,first,925,no,884,3,no
45,entrepreneur,married,second,128,no,275,2,no
36,bluecollar,married,second,1587,yes,180,2,no
59,technician,divorced,second,879,yes,228,1,no
63,services,married,second,478,no,475,2,yes
52,technician,divorced,second,280,no,393,5,no
53,bluecollar,married,first,1868,no,156,4,no
41,unemployed,married,first,819,no,244,3,no
45,bluecollar,married,second,4646,yes,118,1,no
60,selfemployed,single,second,27,no,40,2,no
32,bluecollar,married,second,736,yes,700,3,no
28,management,single,third,224,yes,97,3,no
31,technician,single,second,2544,no,252,1,yes
53,bluecollar,married,second,427,no,360,4,no
58,management,married,third,2764,no,235,1,no
38,bluecollar,married,second,376,yes,1521,1,no
46,management,married,third,523,yes,105,4,no
53,entrepreneur,married,third,71,no,86,1,no
56,retired,married,second,3948,no,484,1,no
52,services,single,second,1810,no,117,1,no
38,technician,married,second,994,no,119,1,no
37,services,married,first,52,yes,359,1,no
37,bluecollar,married,first,11,no,109,8,no
37,technician,married,second,0,no,236,1,no
66,retired,married,first,747,no,183,3,no
44,bluecollar,married,first,2657,yes,182,2,no
61,retired,married,second,313,no,42,1,no
34,admin.,married,second,61,no,21,1,no
63,admin.,single,second,2557,yes,186,1,no
60,services,divorced,second,0,yes,172,1,no
27,services,divorced,second,10,yes,527,1,no
37,services,married,second,658,yes,175,1,no
38,bluecollar,married,first,1679,yes,21,18,no
35,management,single,third,0,no,370,4,no
50,technician,married,second,841,yes,54,2,no
39,management,married,second,0,yes,63,3,no
35,management,married,second,1160,yes,116,3,no
36,admin.,divorced,second,37,yes,151,1,no
28,services,single,second,94,yes,600,1,no
39,selfemployed,married,third,585,yes,48,1,no
39,selfemployed,married,second,235,no,217,1,no
60,bluecollar,single,second,2145,yes,727,2,yes
32,services,married,second,1464,yes,193,1,no
28,technician,married,second,232,yes,72,1,no
47,technician,married,first,187,yes,165,1,no
53,management,married,third,12,no,345,10,no
57,bluecollar,married,first,318,yes,186,2,no
47,services,married,second,405,no,994,2,yes
56,management,married,third,634,yes,127,2,no
38,admin.,married,first,0,yes,29,32,no
52,bluecollar,married,first,2,no,70,3,no
46,technician,married,second,966,yes,40,2,no
57,bluecollar,married,first,195,no,185,4,no
42,bluecollar,divorced,unknown,0,no,64,2,no
57,unemployed,married,second,0,no,97,1,no
51,housemaid,married,second,260,no,316,5,no
53,selfemployed,married,third,451,yes,125,1,no
37,bluecollar,married,first,3242,yes,263,1,no
47,selfemployed,divorced,second,8515,yes,14,7,no
48,management,married,third,1808,yes,245,1,yes
39,bluecollar,married,first,18,yes,109,1,no
42,bluecollar,married,second,6068,yes,429,2,no
36,management,married,third,23,no,163,11,no
34,technician,single,second,1076,no,70,2,no
61,retired,married,first,1060,yes,118,1,no
32,admin.,single,second,678,yes,1579,1,yes
35,bluecollar,single,first,1147,yes,29,1,no
54,bluecollar,married,second,660,no,173,1,no
31,management,married,third,459,no,13,14,no
45,technician,divorced,second,976,yes,183,1,no
32,housemaid,married,third,357,yes,175,2,no
52,unemployed,married,second,9,no,123,1,no
36,admin.,single,second,1927,yes,288,1,no
31,services,married,second,500,yes,19,18,no
53,technician,married,second,9146,no,136,4,no
23,entrepreneur,married,second,59,no,237,2,no
47,housemaid,married,first,0,no,1225,2,no
46,bluecollar,married,first,328,yes,526,8,no
34,management,divorced,second,291,no,91,2,no
55,technician,single,third,703,yes,123,3,no
23,admin.,single,second,589,yes,62,1,no
75,bluecollar,married,second,6053,no,865,2,no
58,admin.,married,second,1142,no,82,3,no
35,admin.,married,second,725,yes,219,7,no
27,management,married,third,802,no,569,1,yes
24,technician,married,second,556,yes,460,2,yes
48,admin.,married,second,191,yes,238,3,no
31,technician,single,second,373,no,346,5,no
57,technician,married,second,6164,no,161,2,no
53,management,married,third,37,no,51,9,no
42,bluecollar,married,first,1156,yes,37,1,no
50,entrepreneur,married,second,806,yes,141,8,no
59,admin.,married,second,2381,no,173,2,no
38,services,married,second,314,yes,66,2,no
39,bluecollar,married,second,285,yes,189,1,no
28,bluecollar,single,first,1199,yes,1011,18,no
55,management,divorced,third,481,yes,147,2,no
63,technician,single,third,137,no,88,4,no
36,bluecollar,single,second,168,yes,52,1,no
38,admin.,divorced,second,156,yes,544,3,no
28,admin.,single,second,4745,no,360,1,yes
32,management,single,third,11797,yes,95,2,no
35,admin.,married,second,786,no,322,1,no
58,technician,married,first,4015,no,106,3,no
60,services,married,second,0,yes,18,1,no
63,bluecollar,married,second,631,yes,178,7,no
36,bluecollar,married,second,1554,yes,325,4,no
32,services,married,second,132,yes,323,2,no
34,management,single,third,5086,no,213,4,yes
42,admin.,married,second,529,yes,193,3,no
41,management,married,third,4824,no,168,7,no
63,retired,married,second,474,no,423,1,yes
38,admin.,divorced,third,86,yes,218,1,no
54,bluecollar,married,first,2281,yes,158,1,no
39,services,married,second,186,yes,463,1,no
46,bluecollar,married,second,137,no,252,3,no
37,technician,married,third,6968,no,175,1,no
76,retired,divorced,first,86,no,192,1,no
28,management,single,unknown,81,no,158,1,no
63,services,married,first,6904,no,114,2,no
46,selfemployed,married,third,137,yes,246,1,no
60,student,single,second,25,no,44,1,no
60,management,married,third,759,no,136,2,no
56,housemaid,married,third,1922,yes,247,2,no
24,student,single,unknown,3298,yes,227,1,no
58,retired,married,second,764,no,219,4,no
79,retired,married,first,8556,no,326,2,yes
32,bluecollar,married,second,3514,yes,226,2,no
63,services,married,first,0,yes,351,2,no
77,retired,married,first,680,no,341,4,no
60,housemaid,married,first,0,no,124,1,no
54,management,married,third,2819,no,123,3,no
60,bluecollar,married,first,518,yes,244,6,no
50,services,married,second,60,no,151,8,no
50,management,married,second,732,no,736,7,no
37,technician,married,second,2707,yes,109,1,no
41,technician,married,third,177,yes,117,2,no
49,admin.,married,second,13229,no,77,2,no
41,bluecollar,married,first,184,yes,42,1,no
40,technician,married,second,990,yes,252,3,no
38,bluecollar,married,second,648,yes,179,1,no
34,technician,married,second,50,no,106,3,no
49,entrepreneur,married,second,1916,no,281,3,no
72,retired,married,first,763,no,384,2,yes
34,bluecollar,married,second,470,yes,217,1,no
31,technician,married,second,0,no,144,4,no
63,bluecollar,single,second,5739,yes,374,1,no
31,management,married,third,0,no,298,1,no
55,management,married,third,375,no,814,2,yes
25,unemployed,married,second,157,yes,63,31,no
34,management,married,third,1518,yes,128,2,no
53,management,married,third,1323,no,129,4,no
39,management,single,third,401,yes,274,4,no
41,management,married,first,5310,yes,984,1,yes
32,bluecollar,single,second,2285,yes,413,2,no
29,admin.,married,second,22171,yes,44,1,no
56,management,married,third,856,yes,70,4,no
19,student,single,unknown,1169,no,463,18,no
39,management,single,third,3797,no,96,2,no
32,bluecollar,single,second,53,yes,276,1,no
23,bluecollar,married,first,2519,yes,257,2,no
32,entrepreneur,married,first,795,no,131,3,no
53,admin.,divorced,second,0,yes,586,2,no
52,bluecollar,married,second,1887,yes,267,1,yes
23,technician,single,second,34,no,29,1,no
48,technician,married,second,5,no,65,6,no
27,technician,single,second,15,yes,67,3,no
27,management,single,third,390,no,190,1,no
51,management,married,,712,no,287,2,no
39,admin.,single,third,2600,yes,77,1,no
63,bluecollar,married,second,241,yes,169,1,no
50,bluecollar,divorced,first,1545,yes,25,1,no
59,retired,divorced,second,1026,no,669,1,yes
58,housemaid,married,first,235,yes,122,6,no
54,technician,married,third,876,no,269,3,yes
60,bluecollar,married,second,1801,no,167,1,no
38,management,married,third,2278,yes,244,1,no
39,bluecollar,married,unknown,157,yes,99,6,no
40,admin.,married,second,1327,yes,76,2,no
55,bluecollar,married,first,284,no,252,4,no
36,management,married,third,495,no,213,3,yes
31,admin.,single,second,1588,yes,14,1,no
38,services,married,second,0,yes,121,2,no
52,management,married,second,428,yes,153,1,no
